|6.6.6
PYR-Ringwood88_2.tab                                                                                
           2
T(K)    
   400.00360000000001     
   19.999960000020000     
         181
P(bar)  
   15001.334999999999     
   5114.9322988556905     
         262
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  1220.002       1104482.       5576.005      0.1438042E-04   1130.005       13.49375       7.349823      0.1073757E+08
  1240.002       1104482.       5574.399      0.1441918E-04   1132.530       13.49105       7.347126      0.1076019E+08
  1260.002       1104482.       5572.790      0.1445686E-04   1134.968       13.48835       7.344420      0.1078287E+08
  1280.002       1104482.       5571.177      0.1449352E-04   1137.325       13.48565       7.341706      0.1080559E+08
  1300.002       1104482.       5569.560      0.1452922E-04   1139.603       13.48293       7.338985      0.1082836E+08
  1320.002       1104482.       5567.940      0.1456401E-04   1141.809       13.48022       7.336255      0.1085118E+08
  1340.002       1104482.       5566.316      0.1459794E-04   1143.946       13.47749       7.333517      0.1087403E+08
  1360.002       1104482.       5564.690      0.1463107E-04   1146.018       13.47476       7.330772      0.1089693E+08
  1380.002       1104482.       5563.060      0.1466344E-04   1148.029       13.47202       7.328019      0.1091987E+08
  1400.002       1104482.       5561.427      0.1469510E-04   1149.981       13.46927       7.325259      0.1094285E+08
  1420.002       1104482.       5559.791      0.1472608E-04   1151.879       13.46652       7.322491      0.1096587E+08
  1440.002       1104482.       5558.152      0.1475642E-04   1153.725       13.46376       7.319717      0.1098893E+08
  1460.001       1104482.       5556.510      0.1478615E-04   1155.522       13.46100       7.316935      0.1101202E+08
  1480.001       1104482.       5554.865      0.1481531E-04   1157.272       13.45823       7.314146      0.1103515E+08
  1500.001       1104482.       5553.218      0.1484394E-04   1158.978       13.45546       7.311351      0.1105831E+08
  1520.001       1104482.       5551.568      0.1487204E-04   1160.642       13.45268       7.308548      0.1108151E+08
  1540.001       1104482.       5549.916      0.1489967E-04   1162.266       13.44990       7.305739      0.1110474E+08
  1560.001       1104482.       5548.261      0.1492683E-04   1163.853       13.44711       7.302923      0.1112800E+08
  1580.001       1104482.       5546.603      0.1495355E-04   1165.403       13.44431       7.300100      0.1115129E+08
  1600.001       1104482.       5544.943      0.1497987E-04   1166.920       13.44151       7.297271      0.1117461E+08
  1620.001       1104482.       5543.281      0.1500578E-04   1168.404       13.43871       7.294436      0.1119797E+08
  1640.001       1104482.       5541.616      0.1503133E-04   1169.858       13.43590       7.291594      0.1122135E+08
  1660.001       1104482.       5539.949      0.1505652E-04   1171.282       13.43308       7.288745      0.1124476E+08
  1680.001       1104482.       5538.279      0.1508138E-04   1172.678       13.43026       7.285890      0.1126820E+08
  1700.001       1104482.       5536.608      0.1510592E-04   1174.047       13.42744       7.283029      0.1129167E+08
  1720.001       1104482.       5534.934      0.1513015E-04   1175.391       13.42461       7.280162      0.1131516E+08
  1740.001       1104482.       5533.258      0.1515409E-04   1176.711       13.42177       7.277288      0.1133868E+08
  1760.001       1104482.       5531.580      0.1517777E-04   1178.008       13.41893       7.274409      0.1136223E+08
  1780.001       1104482.       5529.900      0.1520118E-04   1179.283       13.41609       7.271523      0.1138580E+08
  1800.001       1104482.       5528.217      0.1522434E-04   1180.537       13.41324       7.268631      0.1140940E+08
  1820.001       1104482.       5523.691      0.1510128E-04   1181.224       13.42449       7.288336      0.1144677E+08
  1840.001       1104482.       5522.022      0.1512383E-04   1182.429       13.42159       7.285414      0.1147041E+08
  1860.001       1104482.       5520.350      0.1514617E-04   1183.615       13.41869       7.282487      0.1149407E+08
  1880.001       1104482.       5518.677      0.1516831E-04   1184.784       13.41578       7.279553      0.1151775E+08
  1900.001       1104482.       5517.002      0.1519025E-04   1185.936       13.41287       7.276614      0.1154146E+08
  1920.001       1104482.       5515.325      0.1521202E-04   1187.073       13.40995       7.273668      0.1156519E+08
  1940.001       1104482.       5513.646      0.1523362E-04   1188.194       13.40702       7.270717      0.1158894E+08
  1960.000       1104482.       5459.095      0.1257837E-04   1176.321       13.50839       7.114868      0.1166073E+08
  1980.000       1104482.       5457.721      0.1259304E-04   1177.202       13.50479       7.111087      0.1168426E+08
  2000.000       1104482.       5456.346      0.1260758E-04   1178.069       13.50119       7.107300      0.1170781E+08
  2020.000       1104482.       5454.970      0.1262200E-04   1178.924       13.49758       7.103506      0.1173138E+08
  2040.000       1104482.       5453.592      0.1263631E-04   1179.767       13.49397       7.099706      0.1175497E+08
  2060.000       1104482.       5452.213      0.1265051E-04   1180.598       13.49035       7.095899      0.1177857E+08
  2080.000       1104482.       5450.833      0.1266461E-04   1181.419       13.48673       7.092085      0.1180219E+08
  2100.000       1104482.       5449.452      0.1267861E-04   1182.228       13.48311       7.088265      0.1182583E+08
  2120.000       1104482.       5448.069      0.1269251E-04   1183.028       13.47948       7.084438      0.1184948E+08
  2140.000       1104482.       5446.686      0.1270633E-04   1183.818       13.47584       7.080605      0.1187315E+08
  2160.000       1104482.       5445.301      0.1272006E-04   1184.598       13.47220       7.076766      0.1189684E+08
  2180.000       1104482.       5443.915      0.1273371E-04   1185.370       13.46856       7.072920      0.1192054E+08
  2200.000       1104482.       5442.528      0.1274728E-04   1186.133       13.46491       7.069067      0.1194425E+08
  2220.000       1104482.       5441.140      0.1276077E-04   1186.887       13.46125       7.065208      0.1196798E+08
  2240.000       1104482.       5439.751      0.1277419E-04   1187.634       13.45759       7.061342      0.1199173E+08
  2260.000       1104482.       5438.361      0.1278755E-04   1188.372       13.45393       7.057471      0.1201549E+08
  2280.000       1104482.       5436.969      0.1280083E-04   1189.104       13.45026       7.053592      0.1203926E+08
  2300.000       1104482.       5435.577      0.1281406E-04   1189.828       13.44659       7.049707      0.1206305E+08
  2320.000       1104482.       5434.183      0.1282723E-04   1190.545       13.44291       7.045816      0.1208685E+08
  2340.000       1104482.       5432.789      0.1284034E-04   1191.256       13.43923       7.041919      0.1211067E+08
  2360.000       1104482.       5431.393      0.1285339E-04   1191.961       13.43555       7.038015      0.1213450E+08
  2380.000       1104482.       5429.996      0.1286640E-04   1192.659       13.43186       7.034104      0.1215835E+08
  2400.000       1104482.       5428.598      0.1287935E-04   1193.352       13.42816       7.030188      0.1218221E+08
  2420.000       1104482.       5427.200      0.1289226E-04   1194.039       13.42446       7.026264      0.1220608E+08
  2440.000       1104482.       5425.800      0.1290512E-04   1194.720       13.42076       7.022335      0.1222997E+08
  2459.999       1104482.       5424.399      0.1291794E-04   1195.396       13.41705       7.018399      0.1225387E+08
  2479.999       1104482.       5422.997      0.1293072E-04   1196.067       13.41334       7.014457      0.1227779E+08
  2499.999       1104482.       5421.594      0.1294346E-04   1196.734       13.40962       7.010508      0.1230171E+08
  2519.999       1104482.       5420.190      0.1295617E-04   1197.395       13.40590       7.006553      0.1232566E+08
  2539.999       1104482.       5418.785      0.1296884E-04   1198.052       13.40218       7.002591      0.1234961E+08
  2559.999       1104482.       5417.379      0.1298147E-04   1198.705       13.39845       6.998623      0.1237358E+08
  2579.999       1104482.       5415.972      0.1299408E-04   1199.354       13.39471       6.994649      0.1239756E+08
  2599.999       1104482.       5414.564      0.1300666E-04   1199.998       13.39097       6.990668      0.1242155E+08
  2619.999       1104482.       5404.220      0.1271520E-04   1198.845       13.37906       6.958835      0.1247889E+08
  2639.999       1104482.       5402.846      0.1272747E-04   1199.464       13.37529       6.954887      0.1250287E+08
  2659.999       1104482.       5401.470      0.1273971E-04   1200.080       13.37153       6.950933      0.1252686E+08
  2679.999       1104482.       5400.093      0.1275194E-04   1200.692       13.36775       6.946972      0.1255087E+08
  2699.999       1104482.       5398.715      0.1276414E-04   1201.300       13.36398       6.943005      0.1257489E+08
  2719.999       1104482.       5397.337      0.1277632E-04   1201.906       13.36020       6.939032      0.1259892E+08
  2739.999       1104482.       5395.957      0.1278849E-04   1202.508       13.35642       6.935053      0.1262297E+08
  2759.999       1104482.       5394.576      0.1280064E-04   1203.108       13.35263       6.931068      0.1264702E+08
  2779.999       1104482.       5393.195      0.1281277E-04   1203.705       13.34883       6.927076      0.1267109E+08
  2799.999       1104482.       5391.812      0.1282489E-04   1204.299       13.34504       6.923078      0.1269517E+08
  2819.999       1104482.       5390.429      0.1283699E-04   1204.890       13.34124       6.919074      0.1271926E+08
  2839.999       1104482.       5389.045      0.1284908E-04   1205.479       13.33743       6.915063      0.1274337E+08
  2859.999       1104482.       5387.659      0.1286116E-04   1206.065       13.33362       6.911046      0.1276748E+08
  2879.999       1104482.       5386.273      0.1287322E-04   1206.649       13.32980       6.907023      0.1279161E+08
  2899.999       1104482.       5384.886      0.1288528E-04   1207.231       13.32599       6.902993      0.1281575E+08
  2919.999       1104482.       5383.497      0.1289733E-04   1207.810       13.32216       6.898958      0.1283990E+08
  2939.999       1104482.       5382.108      0.1290937E-04   1208.388       13.31834       6.894915      0.1286406E+08
  2959.998       1104482.       5380.718      0.1292140E-04   1208.963       13.31450       6.890867      0.1288824E+08
  2979.998       1104482.       5379.327      0.1293343E-04   1209.536       13.31067       6.886812      0.1291242E+08
  2999.998       1104482.       5377.935      0.1294545E-04   1210.108       13.30683       6.882751      0.1293662E+08
  3019.998       1104482.       5376.543      0.1295746E-04   1210.678       13.30298       6.878683      0.1296082E+08
  3039.998       1104482.       5375.149      0.1296948E-04   1211.246       13.29913       6.874609      0.1298504E+08
  3059.998       1104482.       5373.754      0.1298148E-04   1211.813       13.29528       6.870529      0.1300927E+08
  3079.998       1104482.       5372.358      0.1299349E-04   1212.378       13.29142       6.866442      0.1303352E+08
  3099.998       1104482.       5370.962      0.1300550E-04   1212.941       13.28756       6.862349      0.1305777E+08
  3119.998       1104482.       5369.564      0.1301750E-04   1213.504       13.28369       6.858249      0.1308203E+08
  3139.998       1104482.       5368.166      0.1302950E-04   1214.064       13.27982       6.854143      0.1310631E+08
  3159.998       1104482.       5366.767      0.1304151E-04   1214.624       13.27595       6.850030      0.1313060E+08
  3179.998       1104482.       5365.366      0.1305351E-04   1215.182       13.27207       6.845911      0.1315489E+08
  3199.998       1104482.       5363.965      0.1306552E-04   1215.739       13.26818       6.841786      0.1317920E+08
  3219.998       1104482.       5362.563      0.1307752E-04   1216.295       13.26429       6.837653      0.1320352E+08
  3239.998       1104482.       5361.160      0.1308954E-04   1216.850       13.26040       6.833515      0.1322785E+08
  3259.998       1104482.       5359.756      0.1310155E-04   1217.403       13.25650       6.829370      0.1325220E+08
  3279.998       1104482.       5358.351      0.1311357E-04   1217.956       13.25260       6.825218      0.1327655E+08
  3299.998       1104482.       5356.945      0.1312559E-04   1218.508       13.24869       6.821060      0.1330092E+08
  3319.998       1104482.       5355.539      0.1313762E-04   1219.059       13.24478       6.816895      0.1332529E+08
  3339.998       1104482.       5354.131      0.1314965E-04   1219.609       13.24087       6.812723      0.1334968E+08
  3359.998       1104482.       5352.723      0.1316169E-04   1220.158       13.23695       6.808545      0.1337408E+08
  3379.998       1104482.       5351.313      0.1317373E-04   1220.707       13.23303       6.804360      0.1339848E+08
  3399.998       1104482.       5349.903      0.1318579E-04   1221.255       13.22910       6.800169      0.1342290E+08
  3419.998       1104482.       5348.491      0.1319784E-04   1221.802       13.22517       6.795971      0.1344733E+08
  3439.998       1104482.       5347.079      0.1320991E-04   1222.349       13.22123       6.791766      0.1347178E+08
  3459.997       1104482.       5345.666      0.1322199E-04   1222.895       13.21729       6.787555      0.1349623E+08
  3479.997       1104482.       5344.252      0.1323407E-04   1223.440       13.21334       6.783336      0.1352069E+08
  3499.997       1104482.       5342.837      0.1324617E-04   1223.985       13.20939       6.779111      0.1354517E+08
  3519.997       1104482.       5341.421      0.1325827E-04   1224.530       13.20543       6.774880      0.1356965E+08
  3539.997       1104482.       5340.004      0.1327038E-04   1225.074       13.20148       6.770641      0.1359415E+08
  3559.997       1104482.       5338.587      0.1328251E-04   1225.618       13.19751       6.766396      0.1361865E+08
  3579.997       1104482.       5337.168      0.1329464E-04   1226.161       13.19354       6.762144      0.1364317E+08
  3599.997       1104482.       5335.748      0.1330679E-04   1226.704       13.18957       6.757885      0.1366770E+08
  3619.997       1104482.       5334.328      0.1331894E-04   1227.247       13.18559       6.753619      0.1369224E+08
  3639.997       1104482.       5332.906      0.1333111E-04   1227.789       13.18161       6.749347      0.1371679E+08
  3659.997       1104482.       5331.484      0.1334330E-04   1228.332       13.17762       6.745067      0.1374135E+08
  3679.997       1104482.       5330.061      0.1335549E-04   1228.874       13.17363       6.740781      0.1376592E+08
  3699.997       1104482.       5328.637      0.1336770E-04   1229.416       13.16964       6.736487      0.1379051E+08
  3719.997       1104482.       5327.212      0.1337992E-04   1229.957       13.16564       6.732187      0.1381510E+08
  3739.997       1104482.       5325.786      0.1339216E-04   1230.499       13.16163       6.727880      0.1383970E+08
  3759.997       1104482.       5324.359      0.1340440E-04   1231.040       13.15762       6.723566      0.1386432E+08
  3779.997       1104482.       5322.931      0.1341667E-04   1231.582       13.15361       6.719244      0.1388894E+08
  3799.997       1104482.       5321.502      0.1342895E-04   1232.123       13.14959       6.714916      0.1391358E+08
  3819.997       1104482.       5320.072      0.1344124E-04   1232.665       13.14557       6.710581      0.1393823E+08
  3839.997       1104482.       5318.642      0.1345355E-04   1233.206       13.14154       6.706238      0.1396289E+08
  3859.997       1104482.       5317.210      0.1346587E-04   1233.748       13.13750       6.701889      0.1398756E+08
  3879.997       1104482.       5315.778      0.1347821E-04   1234.289       13.13347       6.697532      0.1401224E+08
  3899.997       1104482.       5314.344      0.1349057E-04   1234.831       13.12943       6.693168      0.1403693E+08
  3919.997       1104482.       5312.910      0.1350294E-04   1235.373       13.12538       6.688797      0.1406163E+08
  3939.997       1104482.       5311.475      0.1351533E-04   1235.915       13.12133       6.684419      0.1408634E+08
  3959.996       1104482.       5310.039      0.1352774E-04   1236.457       13.11727       6.680034      0.1411107E+08
  3979.996       1104482.       5308.602      0.1354017E-04   1236.999       13.11321       6.675641      0.1413580E+08
  3999.996       1104482.       5307.164      0.1355261E-04   1237.542       13.10915       6.671241      0.1416055E+08
  400.0036       1109597.       5639.197      0.9053311E-05   730.3974       13.60299       7.451974       9999152.    
  420.0036       1109597.       5638.154      0.9435643E-05   760.4139       13.60123       7.450235      0.1001406E+08
  440.0035       1109597.       5637.070      0.9787395E-05   787.9711       13.59940       7.448429      0.1002955E+08
  460.0035       1109597.       5635.948      0.1011108E-04   813.2747       13.59751       7.446564      0.1004557E+08
  480.0034       1109597.       5634.791      0.1040913E-04   836.5221       13.59557       7.444643      0.1006207E+08
  500.0034       1109597.       5633.603      0.1068382E-04   857.8983       13.59357       7.442671      0.1007902E+08
  520.0034       1109597.       5632.385      0.1093727E-04   877.5750       13.59153       7.440651      0.1009637E+08
  540.0033       1109597.       5631.139      0.1117144E-04   895.7093       13.58944       7.438588      0.1011411E+08
  560.0033       1109597.       5629.869      0.1138811E-04   912.4447       13.58732       7.436485      0.1013219E+08
  580.0032       1109597.       5628.575      0.1158889E-04   927.9112       13.58515       7.434344      0.1015060E+08
  600.0032       1109597.       5627.260      0.1177525E-04   942.2264       13.58295       7.432168      0.1016930E+08
  620.0032       1109597.       5625.925      0.1194851E-04   955.4963       13.58072       7.429959      0.1018828E+08
  640.0031       1109597.       5624.572      0.1210987E-04   967.8163       13.57846       7.427720      0.1020752E+08
  660.0031       1109597.       5623.201      0.1226040E-04   979.2724       13.57617       7.425453      0.1022699E+08
  680.0030       1109597.       5621.815      0.1240107E-04   989.9418       13.57386       7.423160      0.1024668E+08
  700.0030       1109597.       5620.413      0.1253274E-04   999.8942       13.57152       7.420841      0.1026658E+08
  720.0030       1109597.       5618.997      0.1265620E-04   1009.192       13.56915       7.418499      0.1028667E+08
  740.0029       1109597.       5617.569      0.1277217E-04   1017.892       13.56677       7.416134      0.1030694E+08
  760.0029       1109597.       5616.128      0.1288126E-04   1026.044       13.56437       7.413749      0.1032738E+08
  780.0028       1109597.       5614.675      0.1298407E-04   1033.695       13.56194       7.411344      0.1034798E+08
  800.0028       1109597.       5613.212      0.1308110E-04   1040.886       13.55950       7.408920      0.1036873E+08
  820.0028       1109597.       5611.738      0.1317284E-04   1047.654       13.55704       7.406479      0.1038961E+08
  840.0027       1109597.       5610.255      0.1325969E-04   1054.034       13.55457       7.404020      0.1041063E+08
  860.0027       1109597.       5608.763      0.1334206E-04   1060.055       13.55208       7.401545      0.1043177E+08
  880.0026       1109597.       5607.262      0.1342029E-04   1065.746       13.54958       7.399055      0.1045303E+08
  900.0026       1109597.       5605.753      0.1349469E-04   1071.133       13.54706       7.396550      0.1047440E+08
  920.0026       1109597.       5604.236      0.1356556E-04   1076.237       13.54453       7.394031      0.1049588E+08
  940.0025       1109597.       5602.712      0.1363316E-04   1081.080       13.54198       7.391499      0.1051745E+08
  960.0025       1109597.       5601.181      0.1369773E-04   1085.681       13.53943       7.388953      0.1053912E+08
  980.0024       1109597.       5599.643      0.1375949E-04   1090.058       13.53686       7.386395      0.1056087E+08
  1000.002       1109597.       5598.099      0.1381864E-04   1094.227       13.53428       7.383825      0.1058272E+08
  1020.002       1109597.       5596.549      0.1387537E-04   1098.202       13.53169       7.381243      0.1060464E+08
  1040.002       1109597.       5594.993      0.1392983E-04   1101.996       13.52910       7.378650      0.1062664E+08
  1060.002       1109597.       5593.432      0.1398220E-04   1105.622       13.52649       7.376046      0.1064872E+08
  1080.002       1109597.       5591.865      0.1403260E-04   1109.091       13.52387       7.373431      0.1067087E+08
  1100.002       1109597.       5590.293      0.1408118E-04   1112.414       13.52124       7.370806      0.1069308E+08
  1120.002       1109597.       5588.716      0.1412805E-04   1115.600       13.51861       7.368171      0.1071536E+08
  1140.002       1109597.       5587.135      0.1417331E-04   1118.658       13.51596       7.365527      0.1073771E+08
  1160.002       1109597.       5585.549      0.1421709E-04   1121.595       13.51331       7.362873      0.1076011E+08
  1180.002       1109597.       5583.959      0.1425946E-04   1124.421       13.51065       7.360210      0.1078257E+08
  1200.002       1109597.       5582.364      0.1430052E-04   1127.141       13.50798       7.357538      0.1080508E+08
  1220.002       1109597.       5580.765      0.1434034E-04   1129.762       13.50530       7.354857      0.1082765E+08
  1240.002       1109597.       5579.163      0.1437901E-04   1132.290       13.50262       7.352168      0.1085027E+08
  1260.002       1109597.       5577.557      0.1441660E-04   1134.730       13.49993       7.349470      0.1087294E+08
  1280.002       1109597.       5575.947      0.1445316E-04   1137.088       13.49723       7.346764      0.1089566E+08
  1300.002       1109597.       5574.333      0.1448876E-04   1139.368       13.49453       7.344050      0.1091843E+08
  1320.002       1109597.       5572.716      0.1452345E-04   1141.576       13.49181       7.341328      0.1094124E+08
  1340.002       1109597.       5571.096      0.1455729E-04   1143.714       13.48910       7.338599      0.1096409E+08
  1360.002       1109597.       5569.472      0.1459032E-04   1145.787       13.48637       7.335862      0.1098698E+08
  1380.002       1109597.       5567.845      0.1462260E-04   1147.799       13.48364       7.333117      0.1100992E+08
  1400.002       1109597.       5566.215      0.1465416E-04   1149.752       13.48091       7.330365      0.1103290E+08
  1420.002       1109597.       5564.583      0.1468504E-04   1151.651       13.47816       7.327606      0.1105591E+08
  1440.002       1109597.       5562.947      0.1471529E-04   1153.498       13.47542       7.324839      0.1107896E+08
  1460.001       1109597.       5561.308      0.1474492E-04   1155.295       13.47266       7.322066      0.1110205E+08
  1480.001       1109597.       5559.667      0.1477399E-04   1157.045       13.46990       7.319285      0.1112517E+08
  1500.001       1109597.       5558.023      0.1480251E-04   1158.752       13.46714       7.316498      0.1114833E+08
  1520.001       1109597.       5556.376      0.1483053E-04   1160.416       13.46437       7.313703      0.1117152E+08
  1540.001       1109597.       5554.727      0.1485805E-04   1162.041       13.46159       7.310902      0.1119475E+08
  1560.001       1109597.       5553.075      0.1488512E-04   1163.627       13.45881       7.308095      0.1121800E+08
  1580.001       1109597.       5551.420      0.1491174E-04   1165.178       13.45603       7.305281      0.1124129E+08
  1600.001       1109597.       5549.763      0.1493796E-04   1166.695       13.45324       7.302460      0.1126461E+08
  1620.001       1109597.       5548.104      0.1496378E-04   1168.179       13.45044       7.299633      0.1128796E+08
  1640.001       1109597.       5546.443      0.1498923E-04   1169.632       13.44764       7.296799      0.1131134E+08
  1660.001       1109597.       5544.779      0.1501432E-04   1171.056       13.44483       7.293959      0.1133474E+08
  1680.001       1109597.       5543.113      0.1503908E-04   1172.452       13.44202       7.291113      0.1135818E+08
  1700.001       1109597.       5541.444      0.1506352E-04   1173.821       13.43921       7.288261      0.1138164E+08
  1720.001       1109597.       5539.774      0.1508765E-04   1175.164       13.43639       7.285402      0.1140513E+08
  1740.001       1109597.       5538.101      0.1511150E-04   1176.484       13.43356       7.282537      0.1142865E+08
  1760.001       1109597.       5536.426      0.1513507E-04   1177.780       13.43073       7.279666      0.1145219E+08
  1780.001       1109597.       5534.749      0.1515838E-04   1179.054       13.42790       7.276789      0.1147576E+08
  1800.001       1109597.       5533.070      0.1518145E-04   1180.307       13.42506       7.273906      0.1149935E+08
  1820.001       1109597.       5528.547      0.1505839E-04   1180.995       13.43640       7.293718      0.1153679E+08
  1840.001       1109597.       5526.881      0.1508084E-04   1182.199       13.43351       7.290804      0.1156042E+08
  1860.001       1109597.       5525.213      0.1510308E-04   1183.384       13.43062       7.287885      0.1158408E+08
  1880.001       1109597.       5523.543      0.1512511E-04   1184.552       13.42772       7.284960      0.1160776E+08
  1900.001       1109597.       5521.871      0.1514696E-04   1185.704       13.42481       7.282029      0.1163146E+08
  1920.001       1109597.       5520.197      0.1516863E-04   1186.839       13.42190       7.279093      0.1165518E+08
  1940.001       1109597.       5518.522      0.1519012E-04   1187.959       13.41899       7.276150      0.1167893E+08
  1960.000       1109597.       5516.844      0.1521145E-04   1189.065       13.41607       7.273202      0.1170270E+08
  1980.000       1109597.       5462.307      0.1255873E-04   1177.037       13.51611       7.115112      0.1177561E+08
  2000.000       1109597.       5460.934      0.1257320E-04   1177.904       13.51252       7.111334      0.1179916E+08
  2020.000       1109597.       5459.561      0.1258756E-04   1178.758       13.50892       7.107548      0.1182272E+08
  2040.000       1109597.       5458.186      0.1260180E-04   1179.600       13.50532       7.103757      0.1184631E+08
  2060.000       1109597.       5456.809      0.1261593E-04   1180.431       13.50171       7.099958      0.1186991E+08
  2080.000       1109597.       5455.432      0.1262997E-04   1181.251       13.49810       7.096153      0.1189352E+08
  2100.000       1109597.       5454.053      0.1264390E-04   1182.060       13.49448       7.092342      0.1191716E+08
  2120.000       1109597.       5452.673      0.1265774E-04   1182.859       13.49086       7.088524      0.1194081E+08
  2140.000       1109597.       5451.293      0.1267148E-04   1183.648       13.48724       7.084700      0.1196447E+08
  2160.000       1109597.       5449.910      0.1268515E-04   1184.427       13.48361       7.080869      0.1198815E+08
  2180.000       1109597.       5448.527      0.1269872E-04   1185.198       13.47997       7.077032      0.1201185E+08
  2200.000       1109597.       5447.143      0.1271222E-04   1185.960       13.47633       7.073188      0.1203556E+08
  2220.000       1109597.       5445.757      0.1272565E-04   1186.713       13.47269       7.069338      0.1205929E+08
  2240.000       1109597.       5444.371      0.1273900E-04   1187.459       13.46904       7.065482      0.1208303E+08
  2260.000       1109597.       5442.983      0.1275229E-04   1188.197       13.46539       7.061619      0.1210679E+08
  2280.000       1109597.       5441.594      0.1276551E-04   1188.927       13.46173       7.057750      0.1213056E+08
  2300.000       1109597.       5440.205      0.1277867E-04   1189.650       13.45807       7.053874      0.1215434E+08
  2320.000       1109597.       5438.814      0.1279176E-04   1190.367       13.45440       7.049992      0.1217814E+08
  2340.000       1109597.       5437.422      0.1280480E-04   1191.076       13.45073       7.046103      0.1220196E+08
  2360.000       1109597.       5436.029      0.1281779E-04   1191.780       13.44706       7.042209      0.1222579E+08
  2380.000       1109597.       5434.635      0.1283072E-04   1192.477       13.44338       7.038307      0.1224963E+08
  2400.000       1109597.       5433.240      0.1284361E-04   1193.169       13.43969       7.034400      0.1227348E+08
  2420.000       1109597.       5431.843      0.1285645E-04   1193.854       13.43600       7.030486      0.1229735E+08
  2440.000       1109597.       5430.446      0.1286924E-04   1194.535       13.43231       7.026566      0.1232124E+08
  2459.999       1109597.       5429.048      0.1288199E-04   1195.210       13.42861       7.022639      0.1234514E+08
  2479.999       1109597.       5427.649      0.1289470E-04   1195.879       13.42491       7.018706      0.1236905E+08
  2499.999       1109597.       5426.249      0.1290737E-04   1196.545       13.42120       7.014767      0.1239297E+08
  2519.999       1109597.       5424.847      0.1292000E-04   1197.205       13.41749       7.010821      0.1241691E+08
  2539.999       1109597.       5423.445      0.1293260E-04   1197.861       13.41378       7.006869      0.1244086E+08
  2559.999       1109597.       5422.042      0.1294517E-04   1198.512       13.41006       7.002910      0.1246482E+08
  2579.999       1109597.       5420.637      0.1295770E-04   1199.160       13.40633       6.998946      0.1248880E+08
  2599.999       1109597.       5419.232      0.1297021E-04   1199.803       13.40261       6.994974      0.1251279E+08
  2619.999       1109597.       5417.826      0.1298268E-04   1200.442       13.39887       6.990997      0.1253679E+08
  2639.999       1109597.       5407.500      0.1269123E-04   1199.271       13.38721       6.959520      0.1259432E+08
  2659.999       1109597.       5406.127      0.1270341E-04   1199.885       13.38345       6.955575      0.1261832E+08
  2679.999       1109597.       5404.753      0.1271556E-04   1200.496       13.37969       6.951624      0.1264232E+08
  2699.999       1109597.       5403.378      0.1272769E-04   1201.104       13.37592       6.947666      0.1266634E+08
  2719.999       1109597.       5402.003      0.1273980E-04   1201.708       13.37215       6.943702      0.1269036E+08
  2739.999       1109597.       5400.626      0.1275189E-04   1202.309       13.36838       6.939733      0.1271440E+08
  2759.999       1109597.       5399.248      0.1276397E-04   1202.907       13.36460       6.935756      0.1273846E+08
  2779.999       1109597.       5397.869      0.1277603E-04   1203.502       13.36082       6.931774      0.1276252E+08
  2799.999       1109597.       5396.489      0.1278807E-04   1204.095       13.35703       6.927785      0.1278660E+08
  2819.999       1109597.       5395.109      0.1280010E-04   1204.685       13.35324       6.923791      0.1281068E+08
  2839.999       1109597.       5393.727      0.1281212E-04   1205.272       13.34945       6.919789      0.1283478E+08
  2859.999       1109597.       5392.344      0.1282412E-04   1205.857       13.34565       6.915782      0.1285889E+08
  2879.999       1109597.       5390.961      0.1283611E-04   1206.439       13.34184       6.911768      0.1288302E+08
  2899.999       1109597.       5389.577      0.1284809E-04   1207.020       13.33804       6.907748      0.1290715E+08
  2919.999       1109597.       5388.191      0.1286007E-04   1207.598       13.33422       6.903722      0.1293130E+08
  2939.999       1109597.       5386.805      0.1287203E-04   1208.174       13.33041       6.899690      0.1295546E+08
  2959.998       1109597.       5385.418      0.1288399E-04   1208.748       13.32659       6.895651      0.1297963E+08
  2979.998       1109597.       5384.029      0.1289594E-04   1209.320       13.32276       6.891606      0.1300381E+08
  2999.998       1109597.       5382.640      0.1290789E-04   1209.890       13.31893       6.887554      0.1302800E+08
  3019.998       1109597.       5381.250      0.1291983E-04   1210.458       13.31510       6.883496      0.1305220E+08
  3039.998       1109597.       5379.859      0.1293176E-04   1211.025       13.31126       6.879432      0.1307642E+08
  3059.998       1109597.       5378.467      0.1294370E-04   1211.590       13.30742       6.875362      0.1310064E+08
  3079.998       1109597.       5377.075      0.1295563E-04   1212.153       13.30357       6.871285      0.1312488E+08
  3099.998       1109597.       5375.681      0.1296755E-04   1212.715       13.29972       6.867201      0.1314913E+08
  3119.998       1109597.       5374.286      0.1297948E-04   1213.276       13.29586       6.863112      0.1317339E+08
  3139.998       1109597.       5372.891      0.1299141E-04   1213.835       13.29200       6.859015      0.1319766E+08
  3159.998       1109597.       5371.494      0.1300333E-04   1214.393       13.28814       6.854913      0.1322194E+08
  3179.998       1109597.       5370.097      0.1301526E-04   1214.949       13.28427       6.850804      0.1324623E+08
  3199.998       1109597.       5368.699      0.1302719E-04   1215.505       13.28040       6.846688      0.1327054E+08
  3219.998       1109597.       5367.299      0.1303912E-04   1216.059       13.27652       6.842566      0.1329485E+08
