|6.6.6
PYR-Ringwood88_2.tab                                                                                
           2
T(K)    
   400.00360000000001     
   19.999960000020000     
         181
P(bar)  
   15001.334999999999     
   5114.9322988556905     
         262
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  2939.999       899884.6       5184.960      0.1464867E-04   1218.405       12.80386       6.686635       9148823.    
  2959.998       899884.6       5183.440      0.1466457E-04   1219.056       12.79952       6.682135       9173198.    
  2979.998       899884.6       5181.920      0.1468047E-04   1219.705       12.79517       6.677627       9197585.    
  2999.998       899884.6       5180.398      0.1469638E-04   1220.352       12.79082       6.673110       9221986.    
  3019.998       899884.6       5178.874      0.1471230E-04   1220.999       12.78647       6.668586       9246399.    
  3039.998       899884.6       5177.350      0.1472823E-04   1221.644       12.78210       6.664053       9270825.    
  3059.998       899884.6       5175.824      0.1474417E-04   1222.289       12.77774       6.659512       9295265.    
  3079.998       899884.6       5174.297      0.1476012E-04   1222.932       12.77336       6.654963       9319717.    
  3099.998       899884.6       5172.769      0.1477609E-04   1223.575       12.76898       6.650406       9344182.    
  3119.998       899884.6       5171.240      0.1479206E-04   1224.217       12.76460       6.645840       9368660.    
  3139.998       899884.6       5169.710      0.1480806E-04   1224.858       12.76021       6.641266       9393150.    
  3159.998       899884.6       5168.178      0.1482406E-04   1225.498       12.75581       6.636684       9417654.    
  3179.998       899884.6       5166.645      0.1484008E-04   1226.138       12.75141       6.632093       9442170.    
  3199.998       899884.6       5165.111      0.1485612E-04   1226.777       12.74700       6.627495       9466699.    
  3219.998       899884.6       5163.576      0.1487218E-04   1227.415       12.74259       6.622887       9491241.    
  3239.998       899884.6       5162.039      0.1488825E-04   1228.053       12.73817       6.618272       9515796.    
  3259.998       899884.6       5160.502      0.1490434E-04   1228.690       12.73374       6.613648       9540363.    
  3279.998       899884.6       5158.963      0.1492045E-04   1229.328       12.72931       6.609015       9564943.    
  3299.998       899884.6       5157.423      0.1493658E-04   1229.964       12.72487       6.604374       9589536.    
  3319.998       899884.6       5155.881      0.1495272E-04   1230.601       12.72043       6.599725       9614142.    
  3339.998       899884.6       5154.339      0.1496889E-04   1231.237       12.71598       6.595067       9638760.    
  3359.998       899884.6       5152.795      0.1498508E-04   1231.873       12.71152       6.590400       9663391.    
  3379.998       899884.6       5151.250      0.1500130E-04   1232.509       12.70706       6.585725       9688035.    
  3399.998       899884.6       5149.704      0.1501753E-04   1233.144       12.70259       6.581042       9712691.    
  3419.998       899884.6       5148.157      0.1503379E-04   1233.780       12.69812       6.576349       9737361.    
  3439.998       899884.6       5146.608      0.1505007E-04   1234.415       12.69364       6.571648       9762042.    
  3459.997       899884.6       5145.059      0.1506638E-04   1235.051       12.68915       6.566938       9786737.    
  3479.997       899884.6       5143.508      0.1508271E-04   1235.687       12.68466       6.562220       9811444.    
  3499.997       899884.6       5141.956      0.1509907E-04   1236.322       12.68016       6.557493       9836164.    
  3519.997       899884.6       5140.402      0.1511545E-04   1236.958       12.67566       6.552757       9860897.    
  3539.997       899884.6       5138.848      0.1513186E-04   1237.594       12.67115       6.548012       9885643.    
  3559.997       899884.6       5137.292      0.1514830E-04   1238.230       12.66663       6.543258       9910401.    
  3579.997       899884.6       5135.735      0.1516476E-04   1238.866       12.66211       6.538495       9935172.    
  3599.997       899884.6       5134.177      0.1518125E-04   1239.503       12.65758       6.533724       9959955.    
  3619.997       899884.6       5132.617      0.1519777E-04   1240.140       12.65305       6.528943       9984752.    
  3639.997       899884.6       5131.056      0.1521432E-04   1240.777       12.64851       6.524154      0.1000956E+08
  3659.997       899884.6       5129.494      0.1523090E-04   1241.414       12.64396       6.519356      0.1003438E+08
  3679.997       899884.6       5127.931      0.1524750E-04   1242.052       12.63941       6.514548      0.1005922E+08
  3699.997       899884.6       5126.367      0.1526414E-04   1242.691       12.63485       6.509732      0.1008406E+08
  3719.997       899884.6       5124.801      0.1528081E-04   1243.329       12.63029       6.504906      0.1010892E+08
  3739.997       899884.6       5123.235      0.1529751E-04   1243.969       12.62571       6.500071      0.1013380E+08
  3759.997       899884.6       5121.667      0.1531424E-04   1244.608       12.62114       6.495227      0.1015868E+08
  3779.997       899884.6       5120.097      0.1533100E-04   1245.249       12.61655       6.490374      0.1018358E+08
  3799.997       899884.6       5118.527      0.1534780E-04   1245.889       12.61196       6.485511      0.1020849E+08
  3819.997       899884.6       5116.955      0.1536463E-04   1246.531       12.60737       6.480640      0.1023342E+08
  3839.997       899884.6       5115.382      0.1538149E-04   1247.173       12.60276       6.475759      0.1025835E+08
  3859.997       899884.6       5113.808      0.1539838E-04   1247.815       12.59815       6.470868      0.1028330E+08
  3879.997       899884.6       5112.232      0.1541531E-04   1248.459       12.59354       6.465968      0.1030827E+08
  3899.997       899884.6       5110.655      0.1543228E-04   1249.103       12.58892       6.461059      0.1033324E+08
  3919.997       899884.6       5109.077      0.1544927E-04   1249.748       12.58429       6.456141      0.1035823E+08
  3939.997       899884.6       5107.498      0.1546631E-04   1250.393       12.57965       6.451212      0.1038323E+08
  3959.996       899884.6       5105.918      0.1548338E-04   1251.039       12.57501       6.446275      0.1040825E+08
  3979.996       899884.6       5104.336      0.1550048E-04   1251.686       12.57036       6.441327      0.1043327E+08
  3999.996       899884.6       5102.753      0.1551763E-04   1252.334       12.56571       6.436371      0.1045831E+08
  400.0036       904999.6       5383.897      0.8947715E-05   771.0080       13.30079       7.214190       6322755.    
  420.0036       904999.6       5381.339      0.9312078E-05   801.9719       13.30909       7.210711       6342299.    
  440.0035       904999.6       5380.320      0.9615605E-05   827.6512       13.30646       7.208063       6358599.    
  460.0035       904999.6       5379.271      0.9893187E-05   851.0857       13.30376       7.205334       6375390.    
  480.0034       904999.6       5378.193      0.1014737E-04   872.4960       13.30098       7.202530       6392629.    
  500.0034       904999.6       5377.088      0.1038048E-04   892.0838       13.29813       7.199658       6410278.    
  520.0034       904999.6       5375.961      0.1059462E-04   910.0314       13.29523       7.196723       6428302.    
  540.0033       904999.6       5374.811      0.1079169E-04   926.5031       13.29227       7.193730       6446669.    
  560.0033       904999.6       5373.641      0.1097338E-04   941.6458       13.28925       7.190683       6465353.    
  580.0032       904999.6       5372.453      0.1114123E-04   955.5912       13.28619       7.187587       6484327.    
  600.0032       904999.6       5371.247      0.1129659E-04   968.4568       13.28308       7.184444       6503569.    
  620.0032       904999.6       5370.026      0.1144067E-04   980.3474       13.27993       7.181259       6523059.    
  640.0031       904999.6       5368.790      0.1157455E-04   991.3563       13.27675       7.178034       6542777.    
  660.0031       904999.6       5367.541      0.1169920E-04   1001.567       13.27352       7.174771       6562708.    
  680.0030       904999.6       5366.278      0.1181548E-04   1011.054       13.27027       7.171474       6582835.    
  700.0030       904999.6       5365.005      0.1192415E-04   1019.884       13.26698       7.168143       6603145.    
  720.0030       904999.6       5363.720      0.1202592E-04   1028.116       13.26367       7.164782       6623626.    
  740.0029       904999.6       5362.425      0.1212139E-04   1035.803       13.26032       7.161392       6644266.    
  760.0029       904999.6       5361.120      0.1221112E-04   1042.994       13.25695       7.157975       6665055.    
  780.0028       904999.6       5359.806      0.1229561E-04   1049.731       13.25356       7.154531       6685982.    
  800.0028       904999.6       5358.484      0.1237529E-04   1056.052       13.25014       7.151063       6707041.    
